,brgy_name,ADM4_PCODE,ADM4_REF,mun_name,ADM3_PCODE,prov_name,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area,AREA_SQKM,corn_farmers
1075,Buyon,PH0203108011,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.123290927,0.000537299,6.33754407,7
1076,Cabaruan,PH0203108012,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.065760896,0.000195303,2.302196261,
1077,Cabugao,PH0203108014,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.119374902,0.00073115,8.620138035,50
1078,Carabatan Bacareno,PH0203108018,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.038348342,8.428251e-05,0.993482501,12
1079,Carabatan Chica,PH0203108015,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.033161233,5.712832e-05,0.673406915,3
1080,Carabatan Grande,PH0203108016,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.020775195,2.559408e-05,0.301696703,5
1081,Carabatan Punta,PH0203108017,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.029498453,4.877479e-05,0.574925685,11
1082,Casalatan,PH0203108019,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.07159388,0.000262834,3.099193487,5
1083,Cassap Fuera,PH0203108022,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.143078856,0.000898733,10.59753996,
1084,Catalina,PH0203108023,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.020020701,2.105745e-05,0.248223151,1
1085,Culalabat,PH0203108024,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.034246312,6.392095e-05,0.753598932,5
1086,Dabburab,PH0203108025,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.050838201,0.000121907,1.43734837,8
1087,De Vera,PH0203108028,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.121468355,0.000676678,7.98176425,10
1088,Dianao,PH0203108029,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.132015571,0.000986811,11.63884401,16
1089,Disimuray,PH0203108030,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.080905275,0.000300797,3.546848696,54
1090,District I (Pob.),PH0203108031,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.069064468,0.000177228,2.089390295,2
1091,District II (Pob.),PH0203108032,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.025579404,3.381921e-05,0.398677079,
1092,District III (Pob.),PH0203108033,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.030920122,4.066366e-05,0.479372415,
1093,Duminit,PH0203108034,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045042923,9.993609e-05,1.178131236,47
1094,Faustino (Sipay),PH0203108035,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.093172328,0.000377263,4.44859405,
1095,Gagabutan,PH0203108036,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.068310293,0.000272363,3.2107097,29
1096,Gappal,PH0203108037,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.168821576,0.001156493,13.64007519,94
1097,Guayabal,PH0203108038,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045660342,0.00010907,1.285858868,6
1098,Labinab,PH0203108039,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098405609,0.000371883,4.384261214,5
1099,Linglingay,PH0203108040,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.069332964,0.000279244,3.294030947,56
1100,Mabantad,PH0203108041,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.046482364,0.000108868,1.283251951,28
1101,Maligaya,PH0203108043,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.188191127,0.001090356,12.85891711,37
1102,Manaoag,PH0203108044,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.120665864,0.000751998,8.87046247,82
1103,Marabulig I,PH0203108045,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.084521696,0.000298564,3.519955822,1
1104,Marabulig II,PH0203108046,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.110249565,0.000566252,6.675933034,
1105,Minante I,PH0203108048,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.092347629,0.000245263,2.891679472,
1106,Minante II,PH0203108049,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.114537048,0.000507806,5.987459232,
1107,Naganacan,PH0203108051,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.124009177,0.00067513,7.961827412,
1108,Nagcampegan,PH0203108050,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.050327932,0.000110804,1.30601907,20
1109,Nagrumbuan,PH0203108052,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.248873275,0.001815112,21.40239771,
1110,Nungnungan I,PH0203108053,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.111745918,0.000671522,7.918397231,1
1111,Nungnungan II,PH0203108054,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.062313108,0.000204803,2.414955058,
1112,Pinoma,PH0203108055,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.130112184,0.000842328,9.932856898,
1113,Rizal,PH0203108056,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.037921744,9.284494e-05,1.094646636,2
1114,Rogus,PH0203108057,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.136363098,0.001004545,11.85048927,14
1115,San Antonio,PH0203108058,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.123765219,0.000850711,10.03227023,3
1116,San Fermin,PH0203108059,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.13201267,0.000612711,7.222984188,2
1117,San Francisco,PH0203108060,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.124698887,0.000775454,9.143349382,
1118,San Isidro,PH0203108061,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.076607475,0.000257734,3.03941707,1
1119,San Luis,PH0203108062,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098548445,0.000348359,4.10598301,31
1120,San Pablo (Casap Hacienda),PH0203108020,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.141959386,0.001118693,13.18857509,34
1121,Santa Luciana (Daburab 2),PH0203108064,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098024246,0.000520446,6.137003532,15
1122,Santa Maria,PH0203108065,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.126411318,0.000872208,10.28661465,12
1123,Sillawit,PH0203108066,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.067496281,0.000242465,2.859264469,
1124,Sinippil,PH0203108067,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.074610581,0.000254445,3.000131941,
1125,Tagaran,PH0203108069,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.120008713,0.00066807,7.87433057,11
1126,Turayong,PH0203108070,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.031211376,6.052515e-05,0.713486534,9
1127,Union,PH0203108071,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.058854177,0.000177295,2.08980159,39
1128,Villa Concepcion,PH0203108072,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.165615626,0.000733318,8.64927619,18
1129,Villa Luna,PH0203108073,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.132088071,0.000462909,5.456487259,73
1130,Villaflor,PH0203108074,,City of Cauayan,PH0203108,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.153250924,0.001007059,11.88221052,2
1131,Abra,PH0203135001,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.109002681,0.000457387,5.397952651,
1132,Ambalatungan,PH0203135002,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.093782365,0.000299773,3.538056776,
1133,Balintocatoc,PH0203135003,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.104038597,0.000518695,6.124216446,2
1134,Baluarte,PH0203135004,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.137810383,0.000663214,7.829401489,3
1135,Bannawag Norte,PH0203135005,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.065021226,0.000180834,2.135316301,2
1136,Batal,PH0203135006,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.119325527,0.000760593,8.977332843,6
1137,Buenavista,PH0203135007,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.05980041,0.000159703,1.884976503,
1138,Cabulay,PH0203135008,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.143944131,0.000812919,9.594022877,2
1139,Calao East (Pob.),PH0203135009,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.035365809,3.928175e-05,0.463659028,
1140,Calao West (Pob.),PH0203135010,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.017297221,1.404002e-05,0.165718648,
1141,Calaocan,PH0203135011,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.071475493,0.000144963,1.711168355,3
1142,Centro East (Pob.),PH0203135013,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.022687598,2.139124e-05,0.252493254,
1143,Centro West (Pob.),PH0203135014,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.020190541,1.710859e-05,0.201939706,
1144,Divisoria,PH0203135015,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.091814852,0.000273076,3.223121128,
1145,Dubinan East,PH0203135016,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.022209004,2.102344e-05,0.248150927,
1146,Dubinan West,PH0203135017,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.033851277,4.904512e-05,0.578904428,
1147,Luna,PH0203135018,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.141862211,0.000596113,7.038517369,2
1148,Mabini,PH0203135019,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.060812167,0.000172411,2.034990759,
1149,Malvar,PH0203135020,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.052465058,9.863824e-05,1.164302514,8
1150,Nabbuan,PH0203135021,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.13097695,0.000674684,7.964347627,11
1151,Naggasican,PH0203135022,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.111749244,0.000427519,5.046742317,3
1152,Patul,PH0203135023,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.104307035,0.000337019,3.978493611,3
1153,Plaridel,PH0203135024,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.096232514,0.000322582,3.807805604,2
1154,Rizal,PH0203135025,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.137393298,0.001105035,13.04102628,3
1155,Rosario,PH0203135026,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.05915659,0.000140919,1.663459984,1
1156,Sagana,PH0203135027,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.142462533,0.000794833,9.383915596,1
1157,Salvador,PH0203135028,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.147513512,0.001215361,14.34229078,1
1158,San Andres,PH0203135029,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.065436511,0.000146328,1.727049999,1
1159,San Isidro,PH0203135030,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.106573969,0.000347248,4.099742073,5
1160,San Jose,PH0203135031,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.116382902,0.000522922,6.17520908,
1161,Santa Rosa,PH0203135034,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.111064072,0.000336429,3.973100451,
1162,Sinili,PH0203135032,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.107021489,0.000523176,6.176819175,9
1163,Sinsayon,PH0203135033,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.124291148,0.000392192,4.6290958,2
1164,Victory Norte,PH0203135035,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.024326467,2.345791e-05,0.276892744,1
1165,Victory Sur,PH0203135036,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.023514735,1.856884e-05,0.219185229,
1166,Villa Gonzaga,PH0203135012,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.063024292,0.000208636,2.463087197,3
1167,Villasis,PH0203135037,,City of Santiago,PH0203135,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.024844172,2.406356e-05,0.284033745,
1168,Aguinaldo (Rizaluna Este),PH0203109001,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.091455429,0.000429925,5.073494953,14
1169,Anonang (Balitoc*),PH0203109025,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.16426922,0.001671893,19.73516785,33
1170,Calimaturod,PH0203109002,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.061256979,0.000189954,2.242643477,2
1171,Camarao,PH0203109026,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.105136518,0.000605867,7.150101297,24
1172,Capirpiriwan,PH0203109003,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.150881307,0.001234914,14.57876023,33
1173,Caquilingan (San Luis),PH0203109004,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.134956791,0.000820505,9.686802226,62
1174,Dallao,PH0203109005,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.216769767,0.002655468,31.32862228,39
1175,Gayong,PH0203109006,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.133306461,0.000428874,5.063227469,1
1176,Laurel (Centro Norte),PH0203109007,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081338423,0.000188489,2.224827137,2
1177,Magsaysay (Centro Sur Oeste),PH0203109008,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.017644437,1.925036e-05,0.227244371,
1178,Malapat,PH0203109009,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.100116257,0.000583324,6.885437471,
1179,Osmena (Centro Sur Este),PH0203109011,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.016133048,1.298397e-05,0.15326956,
1180,Quezon (Centro Norte Este),PH0203109012,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.022312402,1.893391e-05,0.223499322,
1181,Quirino (Manasin),PH0203109013,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.072886034,0.000248228,2.930055884,9
1182,Rizaluna (Rizaluna Oeste),PH0203109014,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.158950817,0.001147977,13.54593294,39
1183,Roxas Pob. (Centro Sur),PH0203109015,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.013707057,1.058116e-05,0.124906322,1
1184,Sagat,PH0203109016,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.166367749,0.00060985,7.19939356,1
1185,San Juan (San Juan Este),PH0203109017,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.078767799,0.000348363,4.111422304,18
1186,Taliktik,PH0203109018,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.369170314,0.003084271,36.38928487,26
1187,Tanggal,PH0203109019,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.09900846,0.000557102,6.575658979,2
1188,Tarinsing,PH0203109020,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.050148038,9.997923e-05,1.180177247,1
1189,Turod Norte,PH0203109021,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.022153107,1.721358e-05,0.203191559,
1190,Turod Sur,PH0203109022,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.080176989,0.000252035,2.975188777,3
1191,Villamarzo,PH0203109024,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.07461463,0.000326615,3.854580323,2
1192,Villamiemban,PH0203109023,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.253996005,0.002841787,33.53629937,23
1193,Wigan,PH0203109027,,Cordon,PH0203109,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.125686588,0.000621032,7.329908115,47
1194,Aga,PH0203118001,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.089058835,0.00048304,5.685196016,5
1195,Andarayan,PH0203118002,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.180995087,0.00139105,16.36756577,2
1196,Aneg,PH0203118003,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.158252147,0.001160677,13.65891892,1
1197,Bayabo,PH0203118004,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.067785594,0.000280405,3.298841672,44
1198,Calinaoan Sur,PH0203118006,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.095230449,0.000466271,5.485465822,1
1199,Caloocan,PH0203118030,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.157390373,0.001388361,16.33403097,2
1200,Capitol,PH0203118007,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.141729034,0.00072512,8.531975434,2
1201,Carmencita,PH0203118008,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.178598087,0.00164899,19.40912129,9
1202,Concepcion,PH0203118009,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.082555495,0.000429279,5.051871566,
1203,Maui,PH0203118010,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.169707743,0.000905237,10.65379993,6
1204,Quibal,PH0203118011,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.022395352,2.709959e-05,0.318791192,3
1205,Ragan Almacen,PH0203118012,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.039404802,7.701975e-05,0.906139533,9
1206,Ragan Norte,PH0203118013,,Delfin Albano (Magsaysay),PH0203118,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.046959898,0.000128368,1.510198799,19
