dbSoilAnaliysis.Province,Ø,dbSoilAnaliysis.Latitude,dbSoilAnaliysis.Longtitude
Cagayan,,18.3897,122.142
Cagayan,,18.3898,122.141
Cagayan,,18.3899,122.139
Cagayan,,18.3905,122.138
Cagayan,,18.3907,122.14
Cagayan,,18.3909,121.3828
Cagayan,,122.14,121.3828
Cagayan,,122.141,121.3828
Cagayan,,18.391,122.139
Cagayan,,18.3913,122.142
Cagayan,,18.3914,122.143
Cagayan,,18.3915,122.143
Cagayan,,18.3967,122.1462
Cagayan,,18.3969,121.462
Cagayan,,18.3971,121.3484
Cagayan,,18.3973,121.4199
Cagayan,,121.4342,121.4199
Cagayan,,18.3977,121.462
Cagayan,,18.398,121.46
Cagayan,,18.3982,121.463
Cagayan,,18.3983,121.46
Cagayan,,18.3993,121.461
Cagayan,,18.3996,121.457
Cagayan,,18.3998,121.454
Cagayan,,121.457,121.454
Cagayan,,18.3999,121.454
Cagayan,,121.462,121.454
Cagayan,,18.4,121.454
Cagayan,,18.4003,121.453
Cagayan,,121.456,121.453
Cagayan,,18.4005,121.458
Cagayan,,18.4006,121.454
Cagayan,,122.2087,121.454
Cagayan,,18.4007,121.456
Cagayan,,121.457,121.456
Cagayan,,121.458,121.456
Cagayan,,18.4055,122.219
Cagayan,,18.4118,121.3256
Cagayan,,18.4147,121.3747
Cagayan,,18.4163,121.4599
Cagayan,,18.4264,122.185
Cagayan,,18.4272,122.161
Cagayan,,18.4274,122.165
Cagayan,,18.4276,122.166
Cagayan,,18.4283,122.16
Cagayan,,18.4287,122.18
Cagayan,,18.4294,121.4637
Cagayan,,18.4325,122.16
Cagayan,,18.4326,122.159
Cagayan,,18.4334,122.161
Cagayan,,18.4356,122.164
Cagayan,,18.4359,122.159
Cagayan,,18.4371,122.18
Cagayan,,18.4373,122.1848
Cagayan,,18.4377,122.183
Cagayan,,18.4399,122.179
Cagayan,,18.44,122.181
Cagayan,,18.4401,122.181
Cagayan,,18.4405,122.18
Cagayan,,18.4406,122.1774
Cagayan,,122.179,122.1774
Cagayan,,18.4411,122.18
Cagayan,,18.448,121.4599
Cagayan,,18.4522,121.437
Cagayan,,18.4527,122.163
Cagayan,,18.4532,122.1661
Cagayan,,18.4535,122.1587
Cagayan,,18.4549,122.192
Cagayan,,18.455,122.16
Cagayan,,18.4552,122.166
Cagayan,,18.4556,121.352
Cagayan,,18.4557,122.1403
Cagayan,,122.166,122.1403
Cagayan,,122.1759,122.1403
Cagayan,,18.4564,121.4142
Cagayan,,18.4565,122.19
Cagayan,,18.4567,122.191
Cagayan,,18.4571,122.192
Cagayan,,18.4573,121.3379
Cagayan,,18.4578,122.191
Cagayan,,18.4584,122.154
Cagayan,,18.4588,121.4063
Cagayan,,18.4593,122.2314
Cagayan,,18.4604,121.2912
Cagayan,,18.4611,122.174
Cagayan,,18.4644,122.172
Cagayan,,18.465,122.172
Cagayan,,18.466,121.341
Cagayan,,18.4681,122.17
Cagayan,,18.4684,122.1614
Cagayan,,18.4701,121.397
Cagayan,,18.4707,121.318
Cagayan,,18.4712,121.32
Cagayan,,18.4717,121.317
Cagayan,,18.4718,121.31
Cagayan,,121.312,121.31
Cagayan,,18.4725,121.311
Cagayan,,18.4727,121.314
Cagayan,,18.4731,121.316
Cagayan,,18.4736,121.312
Cagayan,,18.474,121.313
Cagayan,,18.4796,121.3752
Cagayan,,18.4855,121.1825
Cagayan,,18.4879,121.3141
Cagayan,,18.5027,121.3341
Cagayan,,18.5047,121.2798
Cagayan,,18.5122,121.3113
Cagayan,,18.5128,121.1195
Cagayan,,18.517,121.0966
Cagayan,,18.5188,120.9991
Cagayan,,18.5203,121.274
Cagayan,,18.5289,121.2197
Cagayan,,18.5294,121.0134
Cagayan,,18.5299,121.247
Cagayan,,18.53,121.247
Cagayan,,121.248,121.247
Cagayan,,18.5302,121.247
Cagayan,,18.5309,121.246
Cagayan,,18.531,121.245
Cagayan,,18.5312,121.245
Cagayan,,18.5313,121.246
Cagayan,,121.248,121.246
Cagayan,,18.5316,121.245
Cagayan,,18.5322,121.248
Cagayan,,18.5324,121.248
Cagayan,,18.5327,121.269
Cagayan,,18.5328,121.248
Cagayan,,18.5331,121.248
Cagayan,,18.5332,121.247
Cagayan,,18.5334,121.247
Cagayan,,18.5335,121.246
Cagayan,,18.5339,121.247
Cagayan,,18.5344,121.244
Cagayan,,18.5349,121.246
Cagayan,,121.248,121.246
Cagayan,,18.535,121.246
Cagayan,,18.5351,121.247
Cagayan,,18.5352,121.244
Cagayan,,18.5353,121.244
Cagayan,,121.246,121.244
Cagayan,,121.247,121.244
Cagayan,,18.5355,121.245
Cagayan,,18.5356,121.244
Cagayan,,18.5359,121.243
Cagayan,,18.536,121.246
Cagayan,,18.537,121.247
Cagayan,,18.5373,121.246
Cagayan,,18.5375,121.247
Cagayan,,18.5378,121.245
Cagayan,,18.5385,121.2541
Cagayan,,18.5405,121.214
Cagayan,,18.54101821,121.1903109
Cagayan,,18.54121416,121.1903952
Cagayan,,18.54126334,121.1907402
Cagayan,,18.54128351,121.190801
Cagayan,,18.54130543,121.1904852
Cagayan,,18.54134919,121.1908998
Cagayan,,18.54145415,121.191087
Cagayan,,18.54157826,121.1911154
Cagayan,,18.54158545,121.19123
Cagayan,,18.54160854,121.1981679
Cagayan,,18.54165161,121.1912647
Cagayan,,18.54171209,121.1913435
Cagayan,,18.54176407,121.1981493
Cagayan,,18.54179069,121.1915315
Cagayan,,18.54181131,121.198257
Cagayan,,18.54183254,121.193643
Cagayan,,18.54185854,121.1917826
Cagayan,,18.54187311,121.193096
Cagayan,,18.54195202,121.1955945
Cagayan,,18.54196953,121.1940357
Cagayan,,18.5420245,121.1921583
Cagayan,,18.54221836,121.1962828
Cagayan,,18.54222165,121.196106
Cagayan,,18.54222247,121.1963688
Cagayan,,18.54224117,121.195625
Cagayan,,18.54224244,121.1989961
Cagayan,,18.54224431,121.1961777
Cagayan,,18.5422755,121.1967794
Cagayan,,18.54228723,121.1990476
Cagayan,,18.54230557,121.1964415
Cagayan,,18.54231574,121.1959016
Cagayan,,18.54233509,121.1965562
Cagayan,,18.54233531,121.1966483
Cagayan,,18.54235218,121.1968157
Cagayan,,18.54236433,121.1951294
Cagayan,,18.5423698,121.1943347
Cagayan,,18.54240081,121.1956919
Cagayan,,18.54240701,121.1946209
Cagayan,,18.54242605,121.1953983
Cagayan,,18.54244408,121.1948671
Cagayan,,18.54244563,121.1955695
Cagayan,,18.54247055,121.1969674
Cagayan,,18.54258107,121.1967526
Cagayan,,18.54270356,121.1969491
Cagayan,,18.54272194,121.1970224
Cagayan,,18.54281332,121.1972345
Cagayan,,18.54285098,121.1970241
Cagayan,,18.54296347,121.1970426
Cagayan,,18.54343274,121.1973528
Cagayan,,18.54343302,121.1974346
Cagayan,,18.54344002,121.1975255
Cagayan,,18.54347319,121.1979593
Cagayan,,18.54347962,121.197597
Cagayan,,18.54351749,121.1976663
Cagayan,,18.54354106,121.1977396
Cagayan,,18.54354284,121.1978247
Cagayan,,18.54357658,121.1979724
Cagayan,,18.54365621,121.1981953
Cagayan,,18.54368975,121.1967107
Cagayan,,18.54373219,121.196777
Cagayan,,18.54374793,121.1970418
Cagayan,,18.5437993,121.1981855
Cagayan,,18.54380891,121.1968644
Cagayan,,18.54387579,121.1978598
Cagayan,,18.54388269,121.1979481
Cagayan,,18.54390167,121.1982106
Cagayan,,18.54396194,121.1983113
Cagayan,,18.54413549,121.1985533
Cagayan,,18.54415652,121.1983511
Cagayan,,18.54435481,121.1985846
Cagayan,,18.54442645,121.1987151
Cagayan,,18.54446011,121.1988274
Cagayan,,18.544505,121.198932
Cagayan,,18.54462127,121.1989837
Cagayan,,18.54468078,121.1991335
Cagayan,,18.54471693,121.1990137
Cagayan,,18.54478619,121.1991468
Cagayan,,18.54488495,121.1991623
Cagayan,,18.5449,121.098
Cagayan,,18.5449504,121.1992129
Cagayan,,18.54499368,121.1993207
Cagayan,,18.54507349,121.1994044
Cagayan,,18.5451194,121.1995504
Cagayan,,18.54515115,121.1994434
Cagayan,,18.54531149,121.1996114
Cagayan,,18.54548857,121.199758
Cagayan,,18.5455,121.099
Cagayan,,18.54559447,121.1999052
Cagayan,,18.54560516,121.2013129
Cagayan,,18.545636,121.2020533
Cagayan,,18.54565908,121.2000407
Cagayan,,18.54566013,121.2019439
Cagayan,,18.54567925,121.2014521
Cagayan,,18.54573368,121.2023629
Cagayan,,18.5457543,121.2011225
Cagayan,,18.54575757,121.2002836
Cagayan,,18.54577738,121.2020717
Cagayan,,18.54577914,121.2014693
Cagayan,,18.54584158,121.2008727
Cagayan,,18.54586332,121.2006363
Cagayan,,18.54590207,121.2003719
Cagayan,,18.54590575,121.2000396
Cagayan,,18.54593304,121.2015541
Cagayan,,18.54595456,121.2016382
Cagayan,,18.54596925,121.2014283
Cagayan,,18.54605789,121.2023045
Cagayan,,18.54624493,121.20238
Cagayan,,18.5467,121.1
Cagayan,,18.5468,121.099
Cagayan,,121.1,121.099
Cagayan,,18.5469,121.099
Cagayan,,18.547,121.099
Cagayan,,18.5471,121.099
Cagayan,,18.5472,121.099
Cagayan,,18.5473,121.099
Cagayan,,18.5474,121.099
Cagayan,,18.5475,121.099
Cagayan,,18.5476,121.099
Cagayan,,18.5477,121.099
Cagayan,,18.5478,121.099
Cagayan,,18.5479,121.099
Cagayan,,18.548,121.099
Cagayan,,18.5482,121.099
Cagayan,,18.5483,121.099
Cagayan,,18.5484,121.099
Cagayan,,18.5485,121.099
Cagayan,,18.5487,121.099
Cagayan,,18.5488,121.099
Cagayan,,18.5489,121.1825
Cagayan,,18.549,121.101
Cagayan,,18.5493,121.101
Cagayan,,18.5494,121.101
Cagayan,,18.5495,121.101
Cagayan,,18.5499,121.101
Cagayan,,18.5502,121.101
Cagayan,,18.5503,121.101
Cagayan,,18.5504,121.101
Cagayan,,18.5506,121.101
Cagayan,,18.5508,121.101
Cagayan,,18.551,121.101
Cagayan,,18.5511,121.101
Cagayan,,121.224,121.101
Cagayan,,18.5512,121.101
Cagayan,,121.224,121.101
Cagayan,,18.5513,121.101
Cagayan,,121.222,121.101
Cagayan,,121.225,121.101
Cagayan,,18.5514,121.101
Cagayan,,121.223,121.101
Cagayan,,18.5515,121.101
Cagayan,,18.5516,121.101
Cagayan,,18.5517,121.101
Cagayan,,18.5522,121.0977
Cagayan,,121.22,121.0977
Cagayan,,18.5524,121.101
Cagayan,,121.225,121.101
Cagayan,,18.5526,121.102
Cagayan,,18.5527,120.9973
Cagayan,,121.102,120.9973
Cagayan,,18.5528,120.9973
Cagayan,,18.5529,121.101
Cagayan,,18.553,121.102
Cagayan,,121.229,121.102
Cagayan,,18.5531,121.101
Cagayan,,121.229,121.101
Cagayan,,18.5532,121.102
Cagayan,,121.229,121.102
Cagayan,,18.5533,121.2598
Cagayan,,18.5534,121.102
Cagayan,,18.5535,121.229
Cagayan,,18.5537,121.102
Cagayan,,18.5538,121.0249
Cagayan,,121.102,121.0249
Cagayan,,121.228,121.0249
Cagayan,,121.229,121.0249
Cagayan,,18.5539,121.102
Cagayan,,18.554,121.102
Cagayan,,121.228,121.102
Cagayan,,18.5541,121.102
Cagayan,,121.228,121.102
Cagayan,,18.5542,121.102
Cagayan,,18.5543,121.102
Cagayan,,121.227,121.102
Cagayan,,18.5544,121.102
Cagayan,,121.103,121.102
Cagayan,,18.5545,121.102
Cagayan,,121.225,121.102
Cagayan,,18.5546,121.102
Cagayan,,121.225,121.102
Cagayan,,121.227,121.102
Cagayan,,18.5547,121.22
Cagayan,,121.226,121.22
Cagayan,,121.227,121.22
Cagayan,,18.5548,121.102
Cagayan,,121.226,121.102
Cagayan,,121.227,121.102
Cagayan,,18.5549,121.102
Cagayan,,121.22,121.102
Cagayan,,121.224,121.102
Cagayan,,18.555,121.102
Cagayan,,121.224,121.102
Cagayan,,18.5551,121.102
Cagayan,,121.225,121.102
Cagayan,,18.5552,121.223
Cagayan,,121.224,121.223
Cagayan,,18.5553,121.102
Cagayan,,121.222,121.102
Cagayan,,121.223,121.102
Cagayan,,18.5554,121.102
Cagayan,,121.222,121.102
Cagayan,,121.223,121.102
Cagayan,,18.5555,121.102
Cagayan,,121.222,121.102
Cagayan,,18.5556,121.102
Cagayan,,121.223,121.102
Cagayan,,18.5557,121.102
Cagayan,,18.5558,121.102
Cagayan,,18.5559,121.102
Cagayan,,121.221,121.102
Cagayan,,18.556,121.103
Cagayan,,18.5561,121.0708
Cagayan,,18.5562,121.103
Cagayan,,18.5563,121.103
Cagayan,,18.5564,121.102
Cagayan,,121.103,121.102
Cagayan,,18.5565,121.102
Cagayan,,18.5566,121.0813
Cagayan,,121.222,121.0813
Cagayan,,18.5568,121.102
Cagayan,,18.5569,121.103
Cagayan,,18.557,121.102
Cagayan,,121.223,121.102
Cagayan,,18.5571,121.102
Cagayan,,18.5572,121.102
Cagayan,,18.5574,121.101
Cagayan,,121.102,121.101
Cagayan,,121.223,121.101
Cagayan,,18.5575,121.101
Cagayan,,18.5577,121.102
Cagayan,,18.558,121.102
Cagayan,,18.5581,121.102
Cagayan,,18.5583,121.102
Cagayan,,18.5584,121.102
Cagayan,,18.5585,121.102
Cagayan,,18.5586,121.102
Cagayan,,18.5587,121.102
Cagayan,,18.5589,121.102
Cagayan,,18.559,121.102
Cagayan,,18.5591,121.039
Cagayan,,121.0392,121.039
Cagayan,,18.5592,121.102
Cagayan,,18.5594,121.102
Cagayan,,18.5595,121.101
Cagayan,,18.5596,121.101
Cagayan,,18.5598,121.101
Cagayan,,18.56,121.101
Cagayan,,18.5601,121.101
Cagayan,,18.5602,121.101
Cagayan,,18.5603,121.101
Cagayan,,18.5604,121.23423
Cagayan,,18.5605,121.102
Cagayan,,18.5607,121.101
Cagayan,,121.102,121.101
Cagayan,,18.5609,121.101
Cagayan,,18.561,121.101
Cagayan,,18.5611,121.101
Cagayan,,18.5613,121.101
Cagayan,,18.5614,121.101
Cagayan,,18.5615,121.101
Cagayan,,18.5619,121.101
Cagayan,,18.5621,121.101
Cagayan,,18.5625,121.101
Cagayan,,121.103,121.101
Cagayan,,18.5627,121.0953
Cagayan,,121.103,121.0953
Cagayan,,121.113,121.0953
Cagayan,,18.5628,121.0953
Cagayan,,18.5629,121.103
Cagayan,,121.113,121.103
Cagayan,,18.563,121.102
Cagayan,,121.103,121.102
Cagayan,,121.2305,121.102
Cagayan,,18.5631,121.113
Cagayan,,18.5632,121.113
Cagayan,,18.5633,121.104
Cagayan,,18.5635,121.105
Cagayan,,121.114,121.105
Cagayan,,18.5636,121.105
Cagayan,,121.114,121.105
Cagayan,,18.5637,121.105
Cagayan,,121.114,121.105
Cagayan,,18.5638,121.105
Cagayan,,18.5639,121.105
Cagayan,,121.114,121.105
Cagayan,,18.564,121.105
Cagayan,,18.5641,121.105
Cagayan,,121.114,121.105
Cagayan,,18.5642,121.105
Cagayan,,18.5643,121.103
Cagayan,,121.114,121.103
Cagayan,,18.5644,121.101
Cagayan,,121.102,121.101
Cagayan,,121.103,121.101
Cagayan,,121.105,121.101
Cagayan,,121.114,121.101
Cagayan,,18.5645,121.101
Cagayan,,121.102,121.101
Cagayan,,121.114,121.101
Cagayan,,18.5646,121.102
Cagayan,,121.114,121.102
Cagayan,,18.5647,121.1
Cagayan,,121.101,121.1
Cagayan,,121.114,121.1
Cagayan,,18.5648,121.106
Cagayan,,121.114,121.106
Cagayan,,18.5649,121.106
Cagayan,,18.565,121.1
Cagayan,,121.101,121.1
Cagayan,,18.5651,121.106
Cagayan,,121.114,121.106
Cagayan,,18.5652,121.106
Cagayan,,121.114,121.106
Cagayan,,18.5653,121.1
Cagayan,,121.106,121.1
Cagayan,,18.5654,121.1
Cagayan,,121.114,121.1
Cagayan,,18.5655,121.1
Cagayan,,121.114,121.1
Cagayan,,18.5656,121.09
Cagayan,,121.1,121.09
Cagayan,,121.114,121.09
Cagayan,,18.5657,121.1
Cagayan,,121.114,121.1
Cagayan,,18.5658,121.099
Cagayan,,121.1,121.099
Cagayan,,121.114,121.099
Cagayan,,18.5659,121.099
Cagayan,,18.566,121.099
Cagayan,,121.231,121.099
Cagayan,,18.5661,121.099
Cagayan,,121.114,121.099
Cagayan,,18.5662,121.099
Cagayan,,18.5664,121.099
Cagayan,,121.114,121.099
Cagayan,,18.5665,121.099
Cagayan,,18.5666,121.099
Cagayan,,18.5667,121.099
Cagayan,,121.0994,121.099
Cagayan,,18.5669,121.099
Cagayan,,18.567,121.098
Cagayan,,121.099,121.098
Cagayan,,18.5671,121.114
Cagayan,,18.5672,121.114
Cagayan,,18.5673,121.098
Cagayan,,18.5675,121.098
Cagayan,,18.5677,121.098
Cagayan,,18.5678,121.098
Cagayan,,121.114,121.098
Cagayan,,18.5679,121.097
Cagayan,,121.098,121.097
Cagayan,,121.114,121.097
Cagayan,,18.5681,121.097
Cagayan,,18.5682,121.097
Cagayan,,121.114,121.097
Cagayan,,18.5685,121.097
Cagayan,,18.5686,121.097
Cagayan,,18.5688,121.097
Cagayan,,18.5689,121.097
Cagayan,,18.569,121.097
Cagayan,,121.239,121.097
Cagayan,,18.5691,121.097
Cagayan,,121.113,121.097
Cagayan,,18.5692,121.097
Cagayan,,121.238,121.097
Cagayan,,18.5693,121.096
Cagayan,,121.113,121.096
Cagayan,,18.5694,121.096
Cagayan,,121.113,121.096
Cagayan,,121.117,121.096
Cagayan,,18.5695,121.097
Cagayan,,121.112,121.097
Cagayan,,121.113,121.097
Cagayan,,121.117,121.097
Cagayan,,121.238,121.097
Cagayan,,18.5696,121.112
Cagayan,,18.5697,121.117
Cagayan,,18.5698,121.095
Cagayan,,121.096,121.095
Cagayan,,121.097,121.095
Cagayan,,121.112,121.095
Cagayan,,121.113,121.095
Cagayan,,121.117,121.095
Cagayan,,121.239,121.095
Cagayan,,18.5699,121.095
Cagayan,,121.111,121.095
Cagayan,,18.57,121.095
Cagayan,,121.096,121.095
Cagayan,,121.112,121.095
Cagayan,,18.5701,121.095
Cagayan,,121.113,121.095
Cagayan,,18.5702,121.111
Cagayan,,18.5703,121.107
Cagayan,,121.113,121.107
Cagayan,,18.5704,121.106
Cagayan,,121.11,121.106
Cagayan,,121.111,121.106
Cagayan,,18.5705,121.107
Cagayan,,121.11,121.107
Cagayan,,121.117,121.107
Cagayan,,18.5706,121.09
Cagayan,,121.107,121.09
Cagayan,,121.11,121.09
Cagayan,,18.5707,121.106
Cagayan,,121.108,121.106
Cagayan,,121.109,121.106
Cagayan,,121.11,121.106
Cagayan,,18.5708,121.108
Cagayan,,121.109,121.108
Cagayan,,121.236,121.108
Cagayan,,18.5709,121.106
Cagayan,,121.108,121.106
Cagayan,,121.109,121.106
Cagayan,,18.571,121.094
Cagayan,,121.095,121.094
Cagayan,,121.096,121.094
Cagayan,,121.106,121.094
Cagayan,,18.5711,121.094
Cagayan,,121.095,121.094
Cagayan,,121.109,121.094
Cagayan,,121.113,121.094
Cagayan,,121.1338,121.094
Cagayan,,121.238,121.094
Cagayan,,18.5712,121.095
Cagayan,,121.118,121.095
Cagayan,,121.238,121.095
Cagayan,,18.5713,121.094
Cagayan,,121.105,121.094
Cagayan,,121.238,121.094
Cagayan,,18.5714,121.094
Cagayan,,121.104,121.094
Cagayan,,121.105,121.094
Cagayan,,121.118,121.094
Cagayan,,18.5715,121.0915
Cagayan,,121.094,121.0915
Cagayan,,121.104,121.0915
Cagayan,,121.105,121.0915
Cagayan,,121.113,121.0915
Cagayan,,121.118,121.0915
Cagayan,,18.5716,121.103
Cagayan,,121.104,121.103
Cagayan,,121.105,121.103
Cagayan,,18.5717,121.092
Cagayan,,121.094,121.092
Cagayan,,121.103,121.092
Cagayan,,121.104,121.092
Cagayan,,121.121,121.092
Cagayan,,18.5718,121.092
Cagayan,,121.093,121.092
Cagayan,,121.104,121.092
Cagayan,,121.112,121.092
Cagayan,,121.119,121.092
Cagayan,,121.12,121.092
Cagayan,,121.1217,121.092
Cagayan,,18.5719,121.0421
Cagayan,,121.092,121.0421
Cagayan,,121.093,121.0421
Cagayan,,121.103,121.0421
Cagayan,,121.119,121.0421
Cagayan,,121.12,121.0421
Cagayan,,18.572,121.0779
Cagayan,,121.113,121.0779
Cagayan,,18.5721,121.103
Cagayan,,121.235,121.103
Cagayan,,121.237,121.103
Cagayan,,18.5723,121.102
Cagayan,,121.103,121.102
Cagayan,,121.113,121.102
Cagayan,,18.5724,121.102
Cagayan,,121.103,121.102
Cagayan,,121.113,121.102
Cagayan,,18.5725,121.101
Cagayan,,121.102,121.101
Cagayan,,18.5726,121.113
Cagayan,,18.5727,121.101
Cagayan,,18.5728,121.101
Cagayan,,121.236,121.101
Cagayan,,18.5729,121.101
Cagayan,,121.234,121.101
Cagayan,,18.573,121.091
Cagayan,,121.101,121.091
Cagayan,,18.5731,121.091
Cagayan,,121.234,121.091
Cagayan,,18.5732,121.101
Cagayan,,18.5734,121.101
Cagayan,,121.233,121.101
Cagayan,,121.235,121.101
Cagayan,,18.5736,121.101
Cagayan,,18.5738,121.235
Cagayan,,18.5739,121.0926
Cagayan,,121.1,121.0926
Cagayan,,121.101,121.0926
Cagayan,,121.235,121.0926
Cagayan,,18.574,121.101
Cagayan,,18.5741,121.113
Cagayan,,121.234,121.113
Cagayan,,18.5743,121.233
Cagayan,,18.5744,121.232
Cagayan,,18.5746,121.098
Cagayan,,121.113,121.098
Cagayan,,18.5748,121.098
Cagayan,,18.575,121.098
Cagayan,,18.5751,121.233
Cagayan,,18.5752,121.233
Cagayan,,18.5754,121.096
Cagayan,,18.5755,121.2254
Cagayan,,18.5756,121.231
Cagayan,,18.5757,121.095
Cagayan,,121.096,121.095
Cagayan,,18.5758,121.095
Cagayan,,121.23,121.095
Cagayan,,18.5759,121.095
Cagayan,,121.096,121.095
Cagayan,,121.098,121.095
Cagayan,,18.576,121.094
Cagayan,,121.096,121.094
Cagayan,,18.5761,121.094
Cagayan,,121.096,121.094
Cagayan,,18.5762,121.094
Cagayan,,121.099,121.094
Cagayan,,121.1,121.094
Cagayan,,121.156,121.094
Cagayan,,18.5763,121.094
Cagayan,,121.1,121.094
Cagayan,,18.5764,121.094
Cagayan,,18.5765,121.094
Cagayan,,18.5766,121.098
Cagayan,,121.1,121.098
Cagayan,,18.5767,121.099
Cagayan,,18.5768,121.099
Cagayan,,18.5769,121.099
Cagayan,,121.155,121.099
Cagayan,,121.156,121.099
Cagayan,,121.23,121.099
Cagayan,,18.577,121.097
Cagayan,,121.155,121.097
Cagayan,,18.5771,121.093
Cagayan,,121.097,121.093
Cagayan,,121.155,121.093
Cagayan,,121.231,121.093
Cagayan,,18.5772,121.093
Cagayan,,121.097,121.093
Cagayan,,121.155,121.093
Cagayan,,18.5773,121.096
Cagayan,,121.154,121.096
Cagayan,,121.155,121.096
Cagayan,,18.5774,121.096
Cagayan,,121.229,121.096
Cagayan,,18.5775,121.096
Cagayan,,18.5776,121.154
Cagayan,,18.5779,121.095
Cagayan,,18.578,121.095
Cagayan,,18.5781,121.094
Cagayan,,121.095,121.094
Cagayan,,18.5782,121.228
Cagayan,,18.5783,121.093
Cagayan,,121.094,121.093
Cagayan,,121.153,121.093
Cagayan,,18.5784,121.092
Cagayan,,121.228,121.092
Cagayan,,18.5785,121.092
Cagayan,,18.5786,121.092
Cagayan,,121.094,121.092
Cagayan,,121.229,121.092
Cagayan,,18.5787,121.089
Cagayan,,121.092,121.089
Cagayan,,121.094,121.089
Cagayan,,18.5788,121.089
Cagayan,,18.5789,121.091
Cagayan,,121.092,121.091
Cagayan,,18.579,121.089
Cagayan,,121.091,121.089
Cagayan,,121.092,121.089
Cagayan,,18.5791,121.089
Cagayan,,121.091,121.089
Cagayan,,121.092,121.089
Cagayan,,121.227,121.089
Cagayan,,18.5792,121.089
Cagayan,,121.092,121.089
Cagayan,,18.5793,121.0554
Cagayan,,121.089,121.0554
Cagayan,,121.091,121.0554
Cagayan,,121.092,121.0554
Cagayan,,18.5794,121.089
Cagayan,,121.092,121.089
Cagayan,,18.5795,121.089
Cagayan,,121.092,121.089
Cagayan,,121.154,121.089
Cagayan,,121.227,121.089
Cagayan,,18.5796,121.092
Cagayan,,121.154,121.092
Cagayan,,18.5797,121.092
Cagayan,,121.154,121.092
Cagayan,,18.5798,121.092
Cagayan,,121.151,121.092
Cagayan,,18.5799,121.092
Cagayan,,121.1255,121.092
Cagayan,,121.154,121.092
Cagayan,,18.58,121.089
Cagayan,,121.154,121.089
Cagayan,,18.5801,121.089
Cagayan,,18.5802,121.089
Cagayan,,121.226,121.089
Cagayan,,18.5803,121.154
Cagayan,,121.155,121.154
Cagayan,,121.224,121.154
Cagayan,,18.5804,121.089
Cagayan,,121.225,121.089
Cagayan,,18.5805,121.089
Cagayan,,121.0894,121.089
Cagayan,,121.091,121.089
Cagayan,,121.154,121.089
Cagayan,,121.155,121.089
Cagayan,,18.5806,121.089
Cagayan,,121.227,121.089
Cagayan,,18.5807,121.089
Cagayan,,121.091,121.089
Cagayan,,121.155,121.089
Cagayan,,18.5808,121.089
Cagayan,,121.155,121.089
Cagayan,,121.225,121.089
Cagayan,,18.5809,121.089
Cagayan,,121.092,121.089
Cagayan,,121.155,121.089
Cagayan,,121.225,121.089
Cagayan,,18.581,121.089
Cagayan,,18.5811,121.089
Cagayan,,18.5813,121.089
Cagayan,,18.5815,121.089
Cagayan,,18.5816,121.09
Cagayan,,121.225,121.09
Cagayan,,18.5817,121.09
Cagayan,,18.5818,121.09
Cagayan,,121.224,121.09
Cagayan,,18.582,121.09
Cagayan,,121.224,121.09
Cagayan,,18.5822,121.09
Cagayan,,18.5823,121.09
Cagayan,,18.5824,121.09
Cagayan,,18.5825,121.09
Cagayan,,18.5826,121.156
Cagayan,,121.222,121.156
Cagayan,,18.5828,121.156
Cagayan,,18.583,121.09
Cagayan,,18.5831,121.09
Cagayan,,121.223,121.09
Cagayan,,18.5832,121.09
Cagayan,,121.223,121.09
Cagayan,,18.5833,121.09
Cagayan,,121.156,121.09
Cagayan,,18.5834,121.09
Cagayan,,18.5837,121.156
Cagayan,,121.222,121.156
Cagayan,,18.584,121.09
Cagayan,,121.221,121.09
Cagayan,,18.5844,121.157
Cagayan,,121.221,121.157
Cagayan,,121.222,121.157
Cagayan,,18.5845,121.156
Cagayan,,18.5849,121.157
Cagayan,,18.585,121.157
Cagayan,,121.224,121.157
Cagayan,,18.5851,121.158
Cagayan,,121.22,121.158
Cagayan,,18.5853,121.158
Cagayan,,121.219,121.158
Cagayan,,18.5854,121.158
Cagayan,,121.219,121.158
Cagayan,,18.5855,121.158
Cagayan,,18.5857,121.158
Cagayan,,18.5859,121.219
Cagayan,,18.586,121.158
Cagayan,,18.5861,121.158
Cagayan,,18.5862,121.158
Cagayan,,121.218,121.158
Cagayan,,18.5863,121.159
Cagayan,,18.5864,121.218
Cagayan,,18.5867,121.159
Cagayan,,18.5869,121.159
Cagayan,,18.587,121.1624
Cagayan,,18.5873,121.16
Cagayan,,18.5874,121.16
Cagayan,,18.5875,121.16
Cagayan,,18.5876,121.161
Cagayan,,18.5879,121.161
Cagayan,,121.217,121.161
Cagayan,,121.218,121.161
Cagayan,,18.588,121.161
Cagayan,,18.5882,121.161
Cagayan,,18.5885,121.217
Cagayan,,18.5888,121.217
Cagayan,,18.5894,121.161
Cagayan,,121.215,121.161
Cagayan,,18.5895,121.161
Cagayan,,18.5896,121.162
Cagayan,,18.5898,121.162
Cagayan,,18.5899,121.162
Cagayan,,18.59,121.216
Cagayan,,18.5901,121.162
Cagayan,,18.5902,121.162
Cagayan,,18.5904,121.215
Cagayan,,18.5907,121.215
Cagayan,,18.5911,121.215
Cagayan,,18.592,121.0753
Cagayan,,121.213,121.0753
Cagayan,,18.5925,121.212
Cagayan,,18.5933,121.212
Cagayan,,18.5997,121.1796
